Year,Category,Nominee,Additional Info,Won?
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances McDormand,Olive Kitteridge,N
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances O'Connor,The Missing,N
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Freak Show,N
2015,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Still Alice,W
2015,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,N
2015,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Aniston,Cake,N
2015,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,N
2015,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,N
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Big Eyes,W
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Into the Woods,N
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,The Hundred-Foot Journey,N
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,Maps To The Stars,N
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Quvenzhané Wallis,Annie (2014),N
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,Downton Abbey,W
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Allison Janney,Mom,N
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kathy Bates,American Horror Story: Freak Show,N
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Monaghan,True Detective,N
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,Orange is the New Black,N
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Arquette,Boyhood,W
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,Birdman,N
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,A Most Violent Year,N
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Keira Knightley,The Imitation Game,N
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Into the Woods,N
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,W
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,N
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,N
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,N
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Taylor Schilling,Orange is the New Black,N
2015,Best Screenplay - Motion Picture,Alejandro Iñárritu,Nicolás Giacobone,W
2015,Best Screenplay - Motion Picture,Gillian Flynn,Gone Girl,N
2015,Best Screenplay - Motion Picture,Graham Moore,The Imitation Game,N
2015,Best Screenplay - Motion Picture,Richard Linklater,Boyhood,N
2015,Best Screenplay - Motion Picture,Wes Anderson,The Grand Budapest Hotel,N
2014,Best Director - Motion Picture,Alfonso Cuarón,Gravity,W
2014,Best Director - Motion Picture,Alexander Payne,Nebraska,N
2014,Best Director - Motion Picture,David O. Russell,American Hustle,N
2014,Best Director - Motion Picture,Paul Greengrass,Captain Phillips,N
2014,Best Director - Motion Picture,Steve McQueen,12 Years a Slave,N
2014,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,W
2014,Best Performance by an Actor In A Television Series - Drama,James Spader,The Blacklist,N
2014,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,N
2014,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,N
2014,Best Performance by an Actor In A Television Series - Drama,Michael Sheen,Masters of Sex,N
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Douglas,Behind the Candelabra,W
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Al Pacino,Phil Spector,N
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Dancing on the Edge,N
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,N
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matt Damon,Behind the Candelabra,N
2014,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,W
2014,Best Performance by an Actor in a Motion Picture - Drama,Chiwetel Ejiofor,12 Years a Slave,N
2014,Best Performance by an Actor in a Motion Picture - Drama,Idris Elba,Mandela: Long Walk to Freedom,N
2014,Best Performance by an Actor in a Motion Picture - Drama,Robert Redford,All Is Lost,N
2014,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Captain Phillips,N
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio,The Wolf of Wall Street,W
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bruce Dern,Nebraska,N
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,American Hustle,N
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Her,N
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,N
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,W
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Aaron Paul,Breaking Bad,N
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Corey Stoll,House of Cards,N
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josh Charles,The Good Wife,N
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Lowe,Behind the Candelabra,N
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jared Leto,Dallas Buyers Club,W
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barkhad Abdi,Captain Phillips,N
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bradley Cooper,American Hustle,N
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,N
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Fassbender,12 Years a Slave,N
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,Andy Samberg,Brooklyn Nine-Nine,W
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,N
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,N
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,The Big Bang Theory,N
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,The Michael J. Fox Show,N
2014,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,W
2014,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,N
2014,Best Performance by an Actress In A Television Series - Drama,Kerry Washington,Scandal (TV),N
2014,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany,Orphan Black,N
2014,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling,Orange is the New Black,N
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elisabeth Moss,Top of the Lake,W
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Phil Spector,N
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helena Bonham Carter,Burton and Taylor,N
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Coven,N
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Rebecca Ferguson,The White Queen,N
2014,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Blue Jasmine,W
2014,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Saving Mr. Banks,N
2014,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Philomena,N
2014,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Labor Day,N
2014,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,Gravity,N
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,American Hustle,W
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Greta Gerwig,Frances Ha,N
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Louis-Dreyfus,Enough Said,N
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Delpy,Before Midnight,N
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,August: Osage County,N
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jacqueline Bisset,Dancing on the Edge,W
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere,Nashville ( TV ),N
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Janet McTeer,The White Queen,N
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Monica Potter,Parenthood,N
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,N
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence,American Hustle,W
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts,August: Osage County,N
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,June Squibb,Nebraska,N
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lupita Nyong'o,12 Years a Slave,N
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Hawkins,Blue Jasmine,N
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,W
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,N
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,N
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,N
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,N
2014,Best Screenplay - Motion Picture,Spike Jonze,Her,W
2014,Best Screenplay - Motion Picture,Bob Nelson,Nebraska,N
2014,Best Screenplay - Motion Picture,Eric Warren Singer,David O. Russell,N
2014,Best Screenplay - Motion Picture,John Ridley,12 Years a Slave,N
2014,Best Screenplay - Motion Picture,Steve Coogan,Jeff Pope,N
2013,Best Director - Motion Picture,Ben Affleck,Argo,W
2013,Best Director - Motion Picture,Ang Lee,Life of Pi,N
2013,Best Director - Motion Picture,Kathryn Bigelow,Zero Dark Thirty,N
2013,Best Director - Motion Picture,Quentin Tarantino,Django Unchained,N
2013,Best Director - Motion Picture,Steven Spielberg,Lincoln,N
2013,Best Performance by an Actor In A Television Series - Drama,Damian Lewis,Homeland,W
2013,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,N
2013,Best Performance by an Actor In A Television Series - Drama,Jeff Daniels,The Newsroom,N
2013,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,Mad Men,N
2013,Best Performance by an Actor In A Television Series - Drama,Steve Buscemi,Boardwalk Empire,N
2013,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kevin Costner,Hatfields & McCoys,W
2013,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Benedict Cumberbatch,Sherlock: Season 2 (Masterpiece),N
2013,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Clive Owen,Hemingway & Gellhorn,N
2013,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Toby Jones,The Girl,N
